MGI symbol,430AV2_ForeNonOlig_Enrich,430AV2_ForeNonOlig_Hedges_g,430AV2_ForeNonOlig_Var_g,430AV2_ForeNonOlig_SEg
Mrps5,-0.002896666666667397,0.03345948249060186,0.2973595475282947,0.5453066241273644
Mrps6,0.44136333333333155,1.885077820634918,0.4374916408993846,0.6614315088498465
Mrps7,0.022924999999998974,0.11950163990768797,0.2900234014031735,0.5385382079325232
Mrps9,0.09388249999999898,0.0803827802120582,0.3027435826072366,0.5502108510334492
Mrrf,-0.10372499999999985,-0.5895465748263462,0.3039102564843756,0.5512805605899554
Mrto4,-0.015819999999999723,-0.16740485049528145,0.2905960573210369,0.5390696219608716
Mrvi1,0.42055833333333226,0.8231921182895965,0.31766359397290206,0.5636165309613462
Ms4a1,-0.05882500000000013,-0.3066913972149883,0.295247224238993,0.5433433585032745
Ms4a10,-0.02786500000000025,-0.20164317529474043,0.2911225400782701,0.5395577263632411
Ms4a2,0.006460000000000132,0.03236381448184145,0.28947201700930636,0.5380260374826727
Ms4a3,-0.0525449999999994,-0.25667812159819564,0.2921735270767798,0.5405307827282178
Ms4a4b,0.23811444444444474,1.1198235239499488,0.34168530266962477,0.5845376637482104
Ms4a4d,-0.005033333333333445,-0.026122185133043988,0.2894568066788193,0.5380119019862101
Ms4a6b,0.639628333333333,0.5787867527722329,0.3033864623716735,0.5508052853519776
Ms4a6c,0.37158333333333315,0.7095118366529519,0.31040366825359095,0.5571388231433805
Ms4a6d,-0.056473333333333375,-0.16430462634892115,0.2905532084156332,0.5390298771085265
Ms4a7,0.3016549999999998,0.3783042475319329,0.2953914623098433,0.5434992753535585
Ms4a8a,0.117713333333334,1.5756732868727112,0.3928761374458246,0.6267983227847891
Msantd2,0.34199666666666584,0.7669771087419079,0.3139389532112347,0.5603025550639893
Msantd3,0.10066166666666554,0.20867757980628734,0.29124280516872275,0.5396691626994475
Msantd4,0.21930333333333607,1.3591642032386377,0.3664003467958691,0.6053101244782455
Msc,-0.31309500000000057,-0.4154985725107126,0.29662166897891573,0.544629845839278
Msgn1,-0.13033499999999965,-1.2327999989066827,0.3527532012099939,0.5939302999595103
Msh2,-0.23569333333333375,-0.7453631244207289,0.312576965790907,0.5590858304329551
Msh3,0.05123083333333334,0.06724635867208886,0.2914066461161742,0.5398198670084399
Msh4,0.0279266666666671,0.27173271193499793,0.29250498576962863,0.5408373006456088
Msh5,-0.060769999999999325,-0.2628116486477003,0.29252357843639853,0.5408525128759443
Msh6,-0.034848333333332704,-0.10192016906537034,0.2898611963582438,0.5383875893427
Msi1,0.020904000000000166,-0.04279122232275898,0.31066457953978216,0.5572833218714327
Msi2,0.003958333333333286,0.03888063962078519,0.2894913623280358,0.538044015232988
Msl1,0.17969464912280805,0.8996865095927492,0.3329203931408555,0.5761901073749598
Msl2,-0.18003999999999998,-0.7941811354537789,0.32688722119834646,0.571249960768057
