MGI symbol,430AV2_WB_AK_Enrich,430AV2_WB_AK_Hedges_g,430AV2_WB_AK_Var_g,430AV2_WB_AK_SEg
Pak3,-0.08767666666666818,-0.17580499368833288,0.5389094888706085,0.7339264884669491
Pald1,-0.3965033333333352,-2.085696721294144,0.844177567768095,0.9187913624801307
Palld,0.040000000000000924,0.34034348744909076,0.49131947412075067,0.700941847888076
Palm,-0.008401666666666863,0.06792650160866509,0.4903612926998598,0.7002533659325175
Palmd,-0.07570999999999994,-0.3402619434431615,0.4913148491796431,0.7009385487898658
Pam,0.11667333333333296,2.3279578630801057,0.9332823176897075,0.9660653796144998
Pan2,-0.09170000000000034,-0.5484160243497257,0.5067300113136298,0.711849711184622
Pank1,0.34988500000000045,2.0017000285525253,0.8791724101202519,0.9242904260205894
Pank3,-0.08617166666666742,-0.4311366438326222,0.5121387200188608,0.7153217285961098
Panx1,0.2738633333333347,2.730739945447127,1.1030783874717147,1.0502753864923784
Papd4,-0.1085033333333314,-3.7419173001876516,1.6484954234536369,1.2839374686695755
Papln,0.2072733333333332,0.8130400263813693,0.5367528403748514,0.7326341790927116
Papola,0.3704476666666676,2.751886044641909,1.460690487884071,1.1315040324231513
Papolb,0.2040299999999995,2.0531827214700313,0.8329632739785902,0.9126682168118874
Papolg,-0.017249999999999766,-0.06456266559831811,0.48201402814909655,0.6942723011535866
Pappa,0.4901900000000001,3.304790298498895,1.391803243087701,1.179747109802648
Papss1,0.09262333333333395,0.5825484351280129,0.5099468899391746,0.7141056574059433
Papss2,-0.011040000000000383,-0.09745967892238407,0.48310149185449514,0.6950542697200769
Paqr4,-0.004043333333334509,-0.024478423578488565,0.48171659943507394,0.6940580663280803
Paqr7,0.06115666666666719,0.3338103043780555,0.4909524432757474,0.7006799863530765
Pard3,0.23062515151515195,1.2696026779453602,0.6238186753161331,0.7887884257254896
Pard3b,0.2576699999999992,0.6016632705245889,0.5118332242581953,0.7154252052158878
Pard6a,0.04128000000000043,0.22651148870608454,0.48594228787632043,0.6970956088488296
Pard6b,-0.1788333333333334,-0.7419494613871828,0.5275407502710608,0.7263200054184524
Pard6g,-0.12958500000000095,-0.465650414974006,0.5308285471835108,0.7278516646714747
Parg,0.007893333333332642,0.04083620174998012,0.48180563294778034,0.6941222031802328
Park2,0.008926666666666527,0.08525080333224287,0.482272308289066,0.6944582840524447
Park7,0.0026449999999993423,0.011607929299447282,0.4816782695927009,0.69403045292262
Parl,-0.3532833333333336,-2.8985875947037285,1.1818175036808618,1.0871143011113698
Parm1,-0.057495000000000296,-0.33867867581231326,0.49389495748579526,0.7027398410861585
Parn,-0.3121533333333337,-3.000414269788496,1.2318738158625362,1.1098981105770638
Parp1,-0.08916833333333418,-0.25322588462440543,0.5169997532830598,0.7188112420139746
Parp10,-0.0005266666666665643,-0.0045510159101202485,0.4816683926454844,0.6940233372484562
Parp12,-0.20034666666666556,-0.6181550623919678,0.5135096400967347,0.7165958694387895
Parp14,0.010006666666666497,0.041018833946986084,0.4818068787281975,0.6941231005579612
Parp16,0.04642999999999997,0.3589543565530563,0.49240401917403476,0.7017150555418024
Parp2,-0.09956000000000031,-1.0149997699532072,0.5675187110837553,0.7533383775460768
Parp4,-0.10854666666666635,-0.9302469517890949,0.5537799492760751,0.7441639263469272
Parp6,-0.09298666666666655,-0.5622815864944298,0.5080133818758911,0.7127505747987097
Parp8,0.11225666666666712,0.9993901651533443,0.5648983918504357,0.7515972271439243
Parp9,0.04387333333333299,0.1711961913334285,0.4841090113272559,0.6957794272089798
Pars2,0.029956666666666187,0.23555575699257134,0.48629054288769524,0.6973453541020369
Parva,0.05023666666666671,0.2992748276903503,0.48913045187409065,0.6993786183992835
Parvb,0.1695566666666677,0.7641389714522505,0.5303256973076752,0.7282346444022525
Parvg,-0.04200166666666627,-0.6696813271791758,0.5698800323893718,0.7526793240525451
Pask,0.13555333333333408,0.7124804991693852,0.5239690384747213,0.7238570566587863
Pate4,-0.030549999999999855,-0.39811451374824697,0.49487459717141685,0.703473238418788
Patz1,-0.16940333333333335,-0.6064083174437637,0.5123109206220812,0.715758982215439
Pawr,0.19013000000000035,1.5906406335117083,0.6925114687482107,0.8321727397290846
Pax1,0.14580000000000037,0.5313195858244041,0.5051917085233847,0.7107683930250308
Pax3,0.226495833333333,0.627752466266189,0.5214573465257268,0.7218813080832365
Pax4,0.09365333333333226,0.27059133993818874,0.4877683061041286,0.6984041137508632
Pax5,0.011520000000000419,0.02960558814086672,0.48173970757076384,0.694074713248339
Pax6,-0.23463539094650177,-2.0246980696368677,0.9896852018425948,0.9679269766775581
Pax7,-0.05226000000000042,-0.35744820384324055,0.4923141015358965,0.7016509827085661
Pax8,0.1661366666666666,1.3220647781795611,0.6273212731419143,0.7920361564612529
Pax9,0.02602333333333373,-0.19859585472557717,0.5199189970517194,0.7209007324529716
Paxbp1,-0.12634025641025629,-1.0536466997095366,0.6241963957898702,0.7838451623064427
Paxip1,-0.049648888888888486,-0.7463348031908899,0.6213372947040037,0.7795386700182991
Pbdc1,0.24672333333333274,1.1899333889049957,0.599661789169244,0.7743783243152174
Pbld1,0.18884000000000034,1.0419712215375845,0.572142002209377,0.7564006889270904
Pbld2,0.12737333333333334,1.1063843444607326,0.5836738598056502,0.7639855102066074
Pbp2,0.039976666666666105,0.21750624058023263,0.48560908039094547,0.6968565708888347
