MGI symbol,430AV2_Astro_Enrich,430AV2_Astro_Hedges_g,430AV2_Astro_Var_g,430AV2_Astro_SEg
Calcr,-0.007896249999999938,-0.03623272015423996,0.23997064626660375,0.48986798861183384
Calcrl,0.1182027678571429,0.24174476707526726,0.24187499969178858,0.49180788822316185
Cald1,-0.2298129030612237,-0.49369512427791395,0.24811608908380464,0.49811038914626704
Calhm2,0.26617642857142787,0.9400854247183357,0.26938557279187303,0.519023672670017
Calm1,-0.002874910714283807,-0.014562195519717549,0.24004919958784715,0.48994815663934765
Calm2,-0.06999009920634888,-0.12423347178173946,0.24044304825664314,0.4903499206400852
Calm3,-6.401785714160724e-05,-0.3859027764643162,0.25270981545965554,0.5025496331271321
Calm4,-0.15847017857142864,-0.5764138585584347,0.25100198381088534,0.5010009818462289
Calml3,0.15281214285714295,0.6853850096643617,0.2555853063153652,0.5055544543522144
Calml4,-1.4244741071428564,-0.5633590096100746,0.25050599838990606,0.5005057426143141
Caln1,0.23261999999999894,0.274431889101518,0.24243731465813886,0.49237923865465616
Calr,0.16620017857142777,0.3081800421096627,0.24309271721143502,0.4930443359490453
Calu,0.09456910714285627,0.17226665718575077,0.240916079305543,0.49083202758738453
Camk1,0.21143982142857176,0.5163542188099264,0.2488142752423716,0.49881286595513114
Camk1d,0.25752875000000053,0.3288449267831911,0.24412922314991375,0.49408541525449756
Camk1g,0.8810483928571431,0.7943660747741739,0.26096080129134885,0.5108432257467538
Camk2a,0.2657241071428551,0.24878058197191152,0.2419899451984873,0.49192473529848785
Camk2b,-0.03832500000000039,-0.027753925517730288,0.23995256194566605,0.4898495299024651
Camk2d,-0.0038204921602793215,0.012395978564312588,0.24012505985070737,0.4900255705919359
Camk2g,-0.19003124999999965,-0.532841631994856,0.24943887905777115,0.4994367411268587
Camk4,0.11023205357143029,0.0770284377073016,0.24038769709835917,0.490293259884667
Camkk1,0.3057737500000002,0.34134936934376064,0.24381086566465734,0.49377207866044565
Camkk2,0.16985601190476216,0.11523539074612732,0.24059379657722102,0.4905033772314691
Camkv,0.16049732142857387,0.12185603869667125,0.24042184907183942,0.49032830743476297
Caml,0.12038553571428512,0.5431760636160539,0.24976156046912562,0.49976150358858734
Camp,0.018608035714285265,0.04746120962926268,0.24000197148026037,0.4898999606861184
Camsap1,0.36512244047618947,0.43708160989826955,0.24682957244086173,0.49680540129321155
Camta2,-0.047488571428570214,-0.13345141024189194,0.24052052856279624,0.49042892304879016
Cand1,0.13251098214285673,0.30413812257819495,0.2437632844511941,0.4937142479659193
Cant1,0.1878460714285708,0.13992563873855704,0.24925738631186012,0.49925675614056814
Canx,-0.1681616852678563,-0.3568460732034996,0.24759921215749536,0.4975205360120818
Cap1,0.08813329670329818,0.29986248834872475,0.24309311664244138,0.4930427039350302
Cap2,0.010196696428570462,0.047204344480056865,0.2403835331669604,0.49028911370686395
Capg,0.050740535714285606,0.08106013784842432,0.2401459107978781,0.4900468455136489
