MGI symbol,430AV2_WB_D2_Enrich,430AV2_WB_D2_Hedges_g,430AV2_WB_D2_Var_g,430AV2_WB_D2_SEg
A4galt,-0.14083333333333314,-1.8153006713603814,0.7562763772867875,0.8696415222876536
A530016L24Rik,-0.04041666666666721,-0.5671216175597754,0.5084689107586347,0.713070060203508
A530058N18Rik,0.043186666666666707,0.35518424557829253,0.492179654025585,0.701555168198186
A630007B06Rik,-0.06276666666666841,-0.5022443887293027,0.5026874521675058,0.7090045501740492
A730017L22Rik,0.0006933333333334346,0.008515329918118826,0.4816727092369678,0.6940264470731413
A930012O16Rik,-0.008790000000000298,-0.10715211117534036,0.4826234645774443,0.6947110655354817
A930018P22Rik,0.09779666666666653,0.44721860754367015,0.49833370691110823,0.7059275507522768
AB041803,-0.10255000000000036,-0.48169379144635444,0.5010024090598302,0.7078152365270404
AB041806,-0.1359233333333334,-1.2560819794156595,0.6131451615843967,0.7830358622594477
AB099516,0.2176433333333314,0.8959162265706003,0.5485554904193751,0.7406453202575273
AF067063,0.21211000000000002,0.9304052242731138,0.5538044901128918,0.7441804150291056
AF251705,-0.04564666666666639,-0.689566859735252,0.521291871170428,0.7220054509284732
AF357355,-0.03092999999999968,-0.10533971313817463,0.48259137126366936,0.6946879668337932
AI314180,0.04610666666666674,0.2539022903251925,0.4870388644193648,0.6978816980114644
AI317395,-0.01134999999999975,-0.059541937923242395,0.4819621035309713,0.6942349051516864
AI462493,-0.05323000000000011,-0.30037317579133926,0.48918533706124784,0.6994178558352996
