MGI symbol,MoEx_CerCx_Enrich,MoEx_CerCx_Hedges_g,MoEx_CerCx_Var_g,MoEx_CerCx_SEg
0610005C13Rik,0.22865166666666514,1.2542994762133912,0.6127722646690988,0.7827977163157152
0610007P14Rik,-0.03863933333333236,-0.7524370932778464,0.5288467982783678,0.7272185354337222
0610008F07Rik,0.3592999999999984,0.837986654951994,0.5401851361564692,0.7349728812388041
0610009B14Rik,0.06255333333333368,0.3448742516533124,0.49157818745445264,0.701126370531342
0610009B22Rik,-0.14533499999999933,-0.5836423762131686,0.510053201942646,0.714180090693269
0610009D07Rik,-0.04585458333333303,-0.3986947103395201,0.4949131226710594,0.7035006202350211
0610009E02Rik,-0.10491666666333455,-0.6279200952002177,0.5145236371630207,0.7173030302201578
0610009L18Rik,-0.013777777776667222,-0.0710315852327001,0.4820871238417225,0.6943249411059079
0610009O20Rik,-0.11966333333333345,-1.0757864987944303,0.5781097159156982,0.7603352654689234
0610010F05Rik,-0.20775250000000156,-3.698719181370826,1.6217102985533725,1.2734638976246528
0610010K14Rik,-0.002269999999999328,-0.015523491791987573,0.4816867482331179,0.6940365611645527
0610011F06Rik,0.07061833333333212,0.10773030374197438,0.48263381819536144,0.6947185172394367
0610012D04Rik,0.1746233333333329,0.8265039194630717,0.538592394073985,0.7338885433592658
0610012G03Rik,0.04430777778000028,0.7696689517666087,0.5310325246094592,0.7287197846974234
0610012H03Rik,-0.049920833333332304,-0.5336174543940198,0.5053956323028294,0.7109118315957538
0610025J13Rik,0.20473833333333324,0.5675015776433322,0.5085048367189725,0.7130952508038267
0610030E20Rik,-0.1819863333333327,-1.3105564669532181,0.6247965210894084,0.7904407132033423
0610031J06Rik,-0.007752916666666998,-0.12491886598084358,0.48296706025649494,0.69495831548122
0610037L13Rik,-0.0284399999999998,-0.180294388636941,0.4843755055478306,0.6959709085499411
0610038L08Rik,0.35571499999999956,0.879147107550166,0.5460749697261518,0.7389688557213706
0610038P03Rik,-0.13745499999999922,-0.5691579192699576,0.5086617280889756,0.713205249622418
0610039K10Rik,0.014901666666666813,0.046302945934718696,0.48184533023351933,0.6941507979059877
0610040B09Rik,0.034576666666666256,0.13394235753540085,0.4831617129285117,0.6950983476663656
0610040F04Rik,-0.28902833333333344,-1.0015663928192238,0.5652612699354093,0.7518385930074415
0610040J01Rik,0.06020904762000079,0.45060201655734733,0.4985868481104623,0.7061068248575865
0610043K17Rik,-0.045544999999999725,-0.3762480611222485,0.49346355029152084,0.7024696080909983
1100001G20Rik,-0.07760666666666705,-0.48819988996998714,0.5015282610472256,0.7081866004431498
1110001A16Rik,-0.19954888888666567,-0.8182728554343284,0.537464205495054,0.7331195028745682
1110001J03Rik,0.04465166666666853,0.2899135546181182,0.488670822429276,0.6990499427288983
1110002E22Rik,-0.11908166666999875,-1.2882946046316783,0.6199752490269242,0.7873850703606998
1110002L01Rik,0.22738666666666862,0.975156809031285,0.5609109001833397,0.7489398508447388
1110004E09Rik,-0.10559833333333302,-0.6125545647565706,0.5129352579003426,0.7161949859502945
1110004F10Rik,-0.11224200000000017,-1.467908314808106,0.6612295683902311,0.8131602353719906
1110006G14Rik,0.2218633333333324,1.0595060823398024,0.5752127615429196,0.7584278222368425
1110007C09Rik,-0.06432500000000019,-0.6298483408697216,0.514725744374695,0.7174438963254862
1110008E08Rik,-0.1086483333333339,-0.28720943848887465,0.48854077179642447,0.6989569169816009
1110008F13Rik,0.011363333333333614,0.06725944248713166,0.48204365271697325,0.6942936358033056
1110008J03Rik,0.10734500000000047,2.125141015707475,0.8580186947201832,0.9262929853562442
