MGI symbol,430AV2_WB_B6_Enrich,430AV2_WB_B6_Hedges_g,430AV2_WB_B6_Var_g,430AV2_WB_B6_SEg
BC026585,-0.03648000000000007,-0.1786583734502798,0.4843265678669916,0.6959357498124318
BC027072,0.09294000000000002,0.43126623341988846,0.4971658803406814,0.7050999080560721
BC027231,0.159606666666666,0.8141277851321407,0.5369003375436803,0.7327348344003308
BC027582,0.14675333333333285,0.30770557988466823,0.4895568936576799,0.6996834238837446
BC028528,0.16145666666666614,0.6268092142518579,0.5144074825892525,0.7172220594692083
BC028777,-0.07220666666666675,-1.287856005045603,0.6198810908110016,0.7873252763699395
BC029722,-0.0778300000000014,-0.6520849674056343,0.5171012337263672,0.7190975133640549
BC031181,-0.02391999999999861,-0.7594305175519428,0.5297278925824342,0.7278240807931778
BC037034,0.050333333333332675,0.28416339785644856,0.48839573639011014,0.6988531579596032
BC048403,-0.21487333333333325,-0.8216645456691797,0.5379277188008116,0.7334355587240174
BC053393,-0.2124299999999999,-1.2150377181571432,0.604693054712043,0.7776201223682699
BC056474,-0.17502666666666666,-2.2925927860893074,0.9196651402357277,0.9589917310570136
BC089491,0.05204333333333189,0.13642120705014366,0.48321756214441813,0.6951385201126594
BC089597,0.21513333333333273,1.1360827910510345,0.589223675676859,0.767609064352981
BC094916,0.15169999999999995,0.3814227752534396,0.4937902777901696,0.7027021259325815
BC096441,-0.21951333333333434,-1.374242559637089,0.6390452177264915,0.7994030383520515
BC100451,0.04265000000000008,0.13202459868855212,0.48311920788823937,0.6950677721548018
Baat,0.00232666666666681,0.00926829791577327,0.48167382511218787,0.694027250986723
Babam1,-0.11673000000000044,-1.3062268217179898,0.6238523758146234,0.7898432602830915
Bace1,-0.04047666666666627,-0.4375722229548277,0.5491594599025579,0.7400864056238178
Bace2,0.09314333333333336,0.8944562490551136,0.5483376651228118,0.7404982546385993
Bach1,-0.14891933333333346,-0.513204524284138,0.5170477365552205,0.7187768217267497
Bach2,0.2800233333333324,0.6291507793075215,0.5146525585919384,0.7173928899786632
Bad,-0.022902051282051968,-0.38421617709854217,0.5069319940184586,0.7117350999921965
Bag1,-0.1437966666666668,-0.9713157098047328,0.5602878506761225,0.7485237809689966
Bag2,0.05283333333333218,0.342218806353506,0.4914261426185015,0.7010179331646955
Bag3,0.27192666666666643,1.856863450557815,0.7689951561681228,0.8769236889080616
Bag4,0.09446833333333293,0.3187019839206666,0.4904358356948106,0.700307484674438
Bag5,0.11030333333333431,1.7039677830079474,0.7236255171274182,0.8506618112548711
Bag6,-0.17001666666666715,-0.7866239420792488,0.5332314355210247,0.7302269753446696
Bai1,-0.043430000000000746,-0.29046101321800005,0.4886973000166355,0.6990688807382542
Baiap2,0.18963183333333364,1.2333213266343868,0.6907903570037638,0.8230424959501164
Baiap2l1,-0.012183333333333435,-0.03756152889980599,0.48992857527709327,0.6999475843253757
Baiap3,-0.02044666666666739,-0.3167585426205042,0.49002799786025536,0.7000199981859485
Bak1,-0.1489900000000004,-2.4321634239516956,0.9746182434007028,0.9872275540120944
Bambi,0.22599999999999998,1.6873991095061442,0.7189429795635106,0.8479050533895353
Banf1,0.040300000000000225,0.6960109877244394,0.5220359412527625,0.7225205472875925
Banp,0.4776533333333326,4.155093849094134,1.9204004078983246,1.3857851232778928
Bap1,-0.07946833333333281,-0.5391708642713096,0.5099817088283937,0.7139939551405504
Bard1,0.013510000000000133,0.2821120856867955,0.48829893574087935,0.6987838977401235
Barhl1,-0.023310606060606368,-0.15738083591296828,0.48847703666721576,0.6988821368702707
Barx1,0.173636666666666,0.7647402164175353,0.5304022998838614,0.7282872372106087
Barx2,0.0357033333333332,0.20735147481504052,0.48524955284233096,0.6965985593168643
Basp1,-0.04068666666666587,-0.4640005748211139,0.4996080444528602,0.7068295724238342
Batf,0.025896666666667123,0.11929361831944124,0.48285258061431197,0.6948759462050129
Batf2,0.12354666666666603,0.31980395485816576,0.4901895474619102,0.7001353779533713
Batf3,0.1462366666666668,0.47683542951343966,0.5006143355699388,0.7075410486819396
Bax,-0.13719666666666708,-1.166912920002936,0.5951404802391481,0.7714534854669776
Baz1b,0.2492893939393941,0.5245136505570079,0.5139500129694478,0.7167243298374616
Baz2a,0.022965000000000124,-0.04651270622723199,0.530215605589185,0.7281477587551914
Baz2b,-0.10939666666666614,-0.4659578402969851,0.49975972574451916,0.7069368612150021
Bbc3,-0.06341000000000019,-0.3053585147361475,0.48943698521015544,0.6995977309927152
Bbip1,-0.08779999999999966,-1.2280791008085759,0.6073481898202332,0.7793254710454632
Bbox1,0.028096666666667325,0.30753071188183834,0.48954792822921245,0.6996770170794611
